"","Publication Type","Authors","Author Full Names","Article Title","Source Title","Language","Document Type","Author Keywords","Keywords Plus","Abstract","Addresses","Reprint Addresses","Times Cited, All Databases","Since 2013 Usage Count","Publisher","Publisher City","Publisher Address","Publication Date","Publication Year","Volume","Issue","Part Number","Special Issue","Meeting Abstract","Start Page","End Page","Article Number","DOI","Number of Pages","Research Areas","Open Access Designations","Date of Export"
"790","J","LAUFF, GH; CUMMINS, KW","LAUFF, GH; CUMMINS, KW","MODEL STREAM FOR STUDIES IN LOTIC ECOLOGY","ECOLOGY","English","Article",NA,NA,NA,NA,NA,13,2,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1964,45,"1",NA,NA,NA,188,"&",NA,"10.2307/1937126",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"791","J","MILLER, RS","MILLER, RS","ECOLOGY + DISTRIBUTION OF POKET GOPHERS ( GEOMYIDAE ) IN COLORADO","ECOLOGY","English","Article",NA,NA,NA,NA,NA,162,6,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1964,45,"2",NA,NA,NA,256,"&",NA,"10.2307/1933839",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"792","J","HAIRSTON, NG; KELLERMAN, SL","HAIRSTON, NG; KELLERMAN, SL","PARAMECIUM ECOLOGY - ELECTROMIGRATION FOR FIELD SMAPLES + OBSERVATIONS ON DENSITY","ECOLOGY","English","Article",NA,NA,NA,NA,NA,11,1,"WILEY-BLACKWELL","HOBOKEN","111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,1964,45,"2",NA,NA,NA,373,"+",NA,"10.2307/1933852",1,"Environmental Sciences & Ecology",NA,"2021-05-12"
"793","J","GARTH, RE","GARTH, RE","ECOLOGY OF SPANISH MOSS ( TILLANDSIA USNEOIDES ) - ITS GROWTH + DISTRIBUTION","ECOLOGY","English","Article",NA,NA,NA,NA,NA,49,12,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1964,45,"3",NA,NA,NA,470,"&",NA,"10.2307/1936100",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"794","J","LOOMAN, J","LOOMAN, J","ECOLOGY OF LICHEN + BRYOPHYTE COMMUNITIES IN SASKATCHEWAN","ECOLOGY","English","Article",NA,NA,NA,NA,NA,32,10,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1964,45,"3",NA,NA,NA,481,"&",NA,"10.2307/1936101",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"795","J","GARFINKEL, D; SACK, R","GARFINKEL, D; SACK, R","DIGITAL-COMPUTER SIMULATION OF ECOLOGICAL-SYSTEM BASED ON MODIFIED MASS-ACTION LAW","ECOLOGY","English","Article",NA,NA,NA,NA,NA,13,1,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1964,45,"3",NA,NA,NA,502,"&",NA,"10.2307/1936103",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"796","J","HAGGETT, P","HAGGETT, P","TOWARDS STATISTICAL DEFINITION OF ECOLOGICAL RANGE - CASE OF QUERCUS SUBER","ECOLOGY","English","Article",NA,NA,NA,NA,NA,3,2,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1964,45,"3",NA,NA,NA,622,"&",NA,"10.2307/1936113",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"797","J","ROSENBERG, NJ; ALLINGTON, RW","ROSENBERG, NJ; ALLINGTON, RW","MICROCLIMATE SAMPLING SYSTEM FOR FIELD PLOT + ECOLOGICAL RESEARCH","ECOLOGY","English","Article",NA,NA,NA,NA,NA,2,4,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1964,45,"3",NA,NA,NA,650,"&",NA,"10.2307/1936122",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"798","J","RAND, AS","RAND, AS","ECOLOGICAL DISTRIBUTION IN ANOLINE LIZARDS OF PUERTO-RICO","ECOLOGY","English","Article",NA,NA,NA,NA,NA,182,11,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1964,45,"4",NA,NA,NA,745,"&",NA,"10.2307/1934922",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"799","J","WELLS, HW; GRAY, IE; WELLS, MJ","WELLS, HW; GRAY, IE; WELLS, MJ","ECOLOGY OF SPONGES IN HATTERAS HARBOR NORTH-CAROLINA","ECOLOGY","English","Article",NA,NA,NA,NA,NA,52,3,"ECOLOGICAL SOC AMER","WASHINGTON","1990 M STREET NW, STE 700, WASHINGTON, DC 20036 USA",NA,1964,45,"4",NA,NA,NA,752,"+",NA,"10.2307/1934923",1,"Environmental Sciences & Ecology",NA,"2021-05-12"
"800","J","JOHNSTON, DW","JOHNSTON, DW","ECOLOGIC ASPECTS OF LIPID DEPOSITION IN SOME POSTBREEDING ARCTIC BIRDS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,8,1,"ECOLOGICAL SOC AMER","WASHINGTON","1990 M STREET NW, STE 700, WASHINGTON, DC 20036 USA",NA,1964,45,"4",NA,NA,NA,848,"+",NA,"10.2307/1934931",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"801","J","POTTER, LD; GREEN, DL","POTTER, LD; GREEN, DL","ECOLOGY OF NORTHEASTERN OUTLYING STAND OF PINUS FLEXILIS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,5,1,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1964,45,"4",NA,NA,NA,867,"&",NA,NA,0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"802","J","SAUER, J; STRUIK, G","SAUER, J; STRUIK, G","POSSIBLE ECOLOGICAL RELATION BETWEEN SOIL DISTURBANCE LIGHT-FLASH + SEED-GERMINATION","ECOLOGY","English","Article",NA,NA,NA,NA,NA,63,4,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1964,45,"4",NA,NA,NA,884,"&",NA,"10.2307/1934942",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"803","J","PENNAK, RW","PENNAK, RW","ECOLOGICAL AND RADIOCARBON CORRELATIONS IN SOME COLORADO MOUNTAIN LAKE AND BOG DEPOSITS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,22,2,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1963,44,"1",NA,NA,NA,1,"&",NA,"10.2307/1933176",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"804","J","GASDORF, EC; GOODNIGHT, CJ","GASDORF, EC; GOODNIGHT, CJ","STUDIES ON ECOLOGY OF SOIL ARACHNIDS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,19,5,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1963,44,"2",NA,NA,NA,261,"&",NA,"10.2307/1932173",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"805","J","NOBLE, ER; JACOBS, BL; KING, RE","NOBLE, ER; JACOBS, BL; KING, RE","ECOLOGY OF GILL PARASITES OF GILLICHTHYS MIRABILIS COOPER","ECOLOGY","English","Article",NA,NA,NA,NA,NA,30,6,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1963,44,"2",NA,NA,NA,295,"&",NA,"10.2307/1932176",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"806","J","OLSON, JS","OLSON, JS","ENERGY-STORAGE AND BALANCE OF PRODUCERS AND DECOMPOSERS IN ECOLOGICAL-SYSTEMS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,2636,200,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1963,44,"2",NA,NA,NA,322,"&",NA,"10.2307/1932179",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"807","J","HARRIS, SW; MARSHALL, WH","HARRIS, SW; MARSHALL, WH","ECOLOGY OF WATER-LEVEL MANIPULATIONS ON A NORTHERN MARSH","ECOLOGY","English","Article",NA,NA,NA,NA,NA,142,21,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1963,44,"2",NA,NA,NA,331,"&",NA,"10.2307/1932180",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"808","J","BLINN, WC","BLINN, WC","ECOLOGY OF LAND SNAILS MESODON THYROIDUS AND ALLOGONA PROFUNDA","ECOLOGY","English","Article",NA,NA,NA,NA,NA,25,2,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1963,44,"3",NA,NA,NA,498,"&",NA,"10.2307/1932528",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"809","J","NIERING, WA; GOODWIN, RH","NIERING, WA; GOODWIN, RH","ECOLOGICAL-STUDIES IN CONNECTICUT ARBORETUM NATURAL AREA .1. INTRODUCTION AND A SURVEY OF VEGETATION TYPES","ECOLOGY","English","Article",NA,NA,NA,NA,NA,21,2,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1962,43,"1",NA,NA,NA,41,"&",NA,"10.2307/1932038",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"810","J","SINDERMANN, C; FARRIN, AE","SINDERMANN, C; FARRIN, AE","ECOLOGICAL-STUDIES OF CRYPTOCOTYLE LINGUA (TREMATODA HETEROPHYIDAE) WHOSE LARVAE CAUSE PIGMENT SPOTS OF MARINE FISH","ECOLOGY","English","Article",NA,NA,NA,NA,NA,61,13,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1962,43,"1",NA,NA,NA,69,"&",NA,"10.2307/1932041",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"811","J","HAYNES, DL; BUTCHER, JW","HAYNES, DL; BUTCHER, JW","STUDIES ON ECOLOGY OF EUROPEAN PINE SHOOT MOTH LARVAE IN MICHIGAN","ECOLOGY","English","Article",NA,NA,NA,NA,NA,3,0,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1962,43,"1",NA,NA,NA,96,"&",NA,"10.2307/1932044",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"812","J","ODUM, EP; MARTIN, RP; LOUGHMAN, BC","ODUM, EP; MARTIN, RP; LOUGHMAN, BC","SCANNING SYSTEMS FOR RAPID-DETERMINATION OF RADIOACTIVITY IN ECOLOGICAL MATERIALS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,2,0,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1962,43,"1",NA,NA,NA,171,"&",NA,"10.2307/1932063",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"813","J","TINKLE, DW; DANA, S; MCGREGOR, D","TINKLE, DW; DANA, S; MCGREGOR, D","HOME RANGE ECOLOGY OF UTA STANSBURIANA-STEJNEGERI","ECOLOGY","English","Article",NA,NA,NA,NA,NA,70,6,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1962,43,"2",NA,NA,NA,223,"&",NA,"10.2307/1931978",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"814","J","PEARCY, WG; RICHARDS, SW","PEARCY, WG; RICHARDS, SW","DISTRIBUTION AND ECOLOGY OF FISHES OF MYSTIC RIVER ESTUARY, CONNECTICUT","ECOLOGY","English","Article",NA,NA,NA,NA,NA,101,3,"WILEY","HOBOKEN","111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,1962,43,"2",NA,NA,NA,248,"+",NA,"10.2307/1931980",1,"Environmental Sciences & Ecology",NA,"2021-05-12"
"815","J","EGOSCUE, HJ","EGOSCUE, HJ","ECOLOGY AND LIFE-HISTORY OF KIT FOX IN TOOELE COUNTY, UTAH","ECOLOGY","English","Article",NA,NA,NA,NA,NA,70,8,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1962,43,"3",NA,NA,NA,481,"&",NA,"10.2307/1933376",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"816","J","KING, CE","KING, CE","SOME ASPECTS OF ECOLOGY OF PSAMMOLITTORAL NEMATODES IN NORTHEASTERN GULF OF MEXICO","ECOLOGY","English","Article",NA,NA,NA,NA,NA,26,1,"ECOLOGICAL SOC AMER","WASHINGTON","1990 M STREET NW, STE 700, WASHINGTON, DC 20036 USA",NA,1962,43,"3",NA,NA,NA,515,"+",NA,"10.2307/1933379",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"817","J","HUNTSMAN, AG","HUNTSMAN, AG","METHOD IN ECOLOGY-ECTOLOGY","ECOLOGY","English","Article",NA,NA,NA,NA,NA,7,0,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1962,43,"3",NA,NA,NA,552,"&",NA,"10.2307/1933391",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"818","J","WIGGS, DN; PLATT, RB","WIGGS, DN; PLATT, RB","ECOLOGY OF DIAMORPHA CYMOSA","ECOLOGY","English","Article",NA,NA,NA,NA,NA,19,0,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1962,43,"4",NA,NA,NA,654,"&",NA,"10.2307/1933455",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"819","J","PELTON, J","PELTON, J","AN INVESTIGATION OF ECOLOGY OF MERTENSIA CILIATA IN COLORADO","ECOLOGY","English","Article",NA,NA,NA,NA,NA,15,5,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1961,42,"1",NA,NA,NA,38,"&",NA,"10.2307/1933266",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"820","J","MASON, HL; LANGENHEIM, JH","MASON, HL; LANGENHEIM, JH","NATURAL-SELECTION AS AN ECOLOGICAL CONCEPT","ECOLOGY","English","Article",NA,NA,NA,NA,NA,7,3,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1961,42,"1",NA,NA,NA,158,"&",NA,"10.2307/1933278",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"821","J","MAJOR, J","MAJOR, J","USE IN PLANT ECOLOGY OF CAUSATION, PHYSIOLOGY AND A DEFINITION OF VEGETATION","ECOLOGY","English","Article",NA,NA,NA,NA,NA,6,1,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1961,42,"1",NA,NA,NA,167,"&",NA,"10.2307/1933280",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"822","J","OTA, K; JAMESON, EW","OTA, K; JAMESON, EW","ECOLOGICAL RELATIONSHIPS AND ECONOMIC IMPORTANCE OF JAPANESE MICROTINAE","ECOLOGY","English","Article",NA,NA,NA,NA,NA,11,0,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1961,42,"1",NA,NA,NA,184,"&",NA,"10.2307/1933285",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"823","J","GRAY, GA; WINN, HE","GRAY, GA; WINN, HE","REPRODUCTIVE ECOLOGY AND SOUND PRODUCTION OF TOADFISH, OPSANUS TAU","ECOLOGY","English","Article",NA,NA,NA,NA,NA,170,10,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1961,42,"2",NA,NA,NA,274,"&",NA,"10.2307/1932079",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"824","J","PARKER, BC","PARKER, BC","FACULTATIVE HETEROTROPHY IN CERTAIN SOIL ALGAE FROM ECOLOGICAL VIEWPOINT","ECOLOGY","English","Article",NA,NA,NA,NA,NA,15,0,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1961,42,"2",NA,NA,NA,381,"&",NA,"10.2307/1932089",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"825","J","ROSS, P","ROSS, P","PLANT ECOLOGY OF TEAK PLANTATIONS IN TRINIDAD","ECOLOGY","English","Article",NA,NA,NA,NA,NA,0,0,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1961,42,"2",NA,NA,NA,387,"&",NA,"10.2307/1932090",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"826","J","WEAVER, H","WEAVER, H","ECOLOGICAL CHANGES IN PONDEROSA PINE FOREST OF CEDAR VALLEY IN SOUTHERN WASHINGTON","ECOLOGY","English","Article",NA,NA,NA,NA,NA,27,3,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1961,42,"2",NA,NA,NA,416,"&",NA,"10.2307/1932097",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"827","J","ROWE, JS","ROWE, JS","LEVEL-OF-INTEGRATION CONCEPT AND ECOLOGY","ECOLOGY","English","Article",NA,NA,NA,NA,NA,103,12,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1961,42,"2",NA,NA,NA,420,"&",NA,"10.2307/1932098",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"828","J","HINCKLEY, AD","HINCKLEY, AD","COMPARATIVE ECOLOGY OF 2 BEETLES ESTABLISHED IN HAWAII - AN ANTHRIBID, ARAECERUS LEVIPENNIS, AND A BRUCHID, MIMOSESTES SALLAEI","ECOLOGY","English","Article",NA,NA,NA,NA,NA,5,2,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1961,42,"3",NA,NA,NA,526,"&",NA,"10.2307/1932238",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"829","J","GOLLEY, FB","GOLLEY, FB","ENERGY VALUES OF ECOLOGICAL MATERIALS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,393,23,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1961,42,"3",NA,NA,NA,581,"&",NA,"10.2307/1932247",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"830","J","KADLEC, JA","KADLEC, JA","A FURTHER COMMENT ON ECOLOGY OF WOOLGRASS (SCIRPUS CYPERINUS)","ECOLOGY","English","Article",NA,NA,NA,NA,NA,2,2,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1961,42,"3",NA,NA,NA,591,"&",NA,"10.2307/1932251",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"831","J","MCINTOSH, RP","MCINTOSH, RP","WINDFALL IN FOREST ECOLOGY","ECOLOGY","English","Article",NA,NA,NA,NA,NA,6,0,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1961,42,"4",NA,NA,NA,834,"&",NA,"10.2307/1933519",0,"Environmental Sciences & Ecology",NA,"2021-05-12"
"832","J","GOLUEKE, CG","GOLUEKE, CG","THE ECOLOGY OF A BIOTIC COMMUNITY CONSISTING OF ALGAE AND BACTERIA","ECOLOGY","English","Article",NA,NA,NA,NA,NA,10,4,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1960,41,"1",NA,NA,NA,65,"73",NA,"10.2307/1931940",9,"Environmental Sciences & Ecology",NA,"2021-05-12"
"833","J","CUNNINGHAM, JD","CUNNINGHAM, JD","ASPECTS OF THE ECOLOGY OF THE PACIFIC SLENDER SALAMANDER, BATRACHOSEPS-PACIFICUS, IN SOUTHERN-CALIFORNIA","ECOLOGY","English","Article",NA,NA,NA,NA,NA,36,9,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1960,41,"1",NA,NA,NA,88,"99",NA,"10.2307/1931942",12,"Environmental Sciences & Ecology",NA,"2021-05-12"
"834","J","HALL, JG","HALL, JG","WILLOW AND ASPEN IN THE ECOLOGY OF BEAVER ON SAGEHEN CREEK, CALIFORNIA","ECOLOGY","English","Article",NA,NA,NA,NA,NA,61,11,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1960,41,"3",NA,NA,NA,484,"494",NA,"10.2307/1933323",11,"Environmental Sciences & Ecology",NA,"2021-05-12"
"835","J","GULLION, GW","GULLION, GW","THE ECOLOGY OF GAMBELS QUAIL IN NEVADA AND THE ARID SOUTHWEST","ECOLOGY","English","Article",NA,NA,NA,NA,NA,8,2,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1960,41,"3",NA,NA,NA,516,"536",NA,NA,21,"Environmental Sciences & Ecology",NA,"2021-05-12"
"836","J","CROSSLEY, DA; BOHNSACK, KK","CROSSLEY, DA; BOHNSACK, KK","LONG-TERM ECOLOGICAL STUDY IN THE OAK RIDGE AREA .3. THE ORIBATID MITE FAUNA IN PINE LITTER","ECOLOGY","English","Article",NA,NA,NA,NA,NA,22,5,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1960,41,"4",NA,NA,NA,628,"638",NA,"10.2307/1931794",11,"Environmental Sciences & Ecology",NA,"2021-05-12"
"837","J","BOVBJERG, RV","BOVBJERG, RV","BEHAVIORAL ECOLOGY OF THE CRAB, PACHYGRAPSUS-CRASSIPES","ECOLOGY","English","Article",NA,NA,NA,NA,NA,29,17,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1960,41,"4",NA,NA,NA,668,"672",NA,"10.2307/1931799",5,"Environmental Sciences & Ecology",NA,"2021-05-12"
"838","J","SINDERMANN, CJ","SINDERMANN, CJ","ECOLOGICAL-STUDIES OF MARINE DERMATITIS-PRODUCING SCHISTOSOME LARVAE IN NORTHERN NEW ENGLAND","ECOLOGY","English","Article",NA,NA,NA,NA,NA,45,3,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1960,41,"4",NA,NA,NA,678,"684",NA,"10.2307/1931801",7,"Environmental Sciences & Ecology",NA,"2021-05-12"
"839","J","FREY, DG","FREY, DG","THE ECOLOGICAL SIGNIFICANCE OF CLADOCERAN REMAINS IN LAKE-SEDIMENTS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,127,15,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1960,41,"4",NA,NA,NA,684,"699",NA,"10.2307/1931802",16,"Environmental Sciences & Ecology",NA,"2021-05-12"
"840","J","ADAMS, WH","ADAMS, WH","POPULATION ECOLOGY OF WHITE-TAILED DEER IN NORTHEASTERN ALBAMA","ECOLOGY","English","Article",NA,NA,NA,NA,NA,16,6,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1960,41,"4",NA,NA,NA,706,"715",NA,"10.2307/1931804",10,"Environmental Sciences & Ecology",NA,"2021-05-12"
"841","J","WILLIAMS, WA; ELLIOTT, JR","WILLIAMS, WA; ELLIOTT, JR","ECOLOGICAL SIGNIFICANCE OF SEED COAT IMPERMEABILITY TO MOISTURE IN CRIMSON, SUBTERREANEAN AND ROSE CLOVERS IN A MEDITERRANEAN-TYPE CLIMATE","ECOLOGY","English","Article",NA,NA,NA,NA,NA,37,3,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1960,41,"4",NA,NA,NA,733,"742",NA,"10.2307/1931807",10,"Environmental Sciences & Ecology",NA,"2021-05-12"
"842","J","GOREAU, TF","GOREAU, TF","THE ECOLOGY OF JAMAICAN CORAL REEFS .1. SPECIES COMPOSITION AND ZONATION","ECOLOGY","English","Article",NA,NA,NA,NA,NA,525,54,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1959,40,"1",NA,NA,NA,67,"90",NA,"10.2307/1929924",24,"Environmental Sciences & Ecology",NA,"2021-05-12"
"843","J","INGER, RF","INGER, RF","TEMPERATURE RESPONSES AND ECOLOGICAL RELATIONS OF 2 BORNEAN LIZARDS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,42,1,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1959,40,"1",NA,NA,NA,127,"136",NA,"10.2307/1929930",10,"Environmental Sciences & Ecology",NA,"2021-05-12"
"844","J","TURNER, FB","TURNER, FB","SOME FEATURES OF THE ECOLOGY OF BUFO-PUNCTATUS IN DEATH-VALLEY, CALIFORNIA","ECOLOGY","English","Article",NA,NA,NA,NA,NA,16,2,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1959,40,"2",NA,NA,NA,175,"181",NA,"10.2307/1930026",7,"Environmental Sciences & Ecology",NA,"2021-05-12"
"845","J","COOKE, WB","COOKE, WB","TRICKLING FILTER ECOLOGY","ECOLOGY","English","Article",NA,NA,NA,NA,NA,24,2,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1959,40,"2",NA,NA,NA,273,"291",NA,"10.2307/1930039",19,"Environmental Sciences & Ecology",NA,"2021-05-12"
